Date, Close
1/11/2019,52.859501
1/14/2019,52.234501
1/15/2019,53.857498
1/16/2019,54.0485
1/17/2019,54.494999
1/18/2019,54.912998
1/22/2019,53.526001
1/23/2019,53.7785
1/24/2019,53.695
1/25/2019,54.5495
1/28/2019,53.504002
1/29/2019,53.030998
1/30/2019,54.452999
1/31/2019,55.818501
2/1/2019,55.537498
2/4/2019,56.639999
2/5/2019,57.2995
2/6/2019,55.761501
2/7/2019,54.935501
2/8/2019,54.752998
2/11/2019,54.7505
2/12/2019,56.068501
2/13/2019,56.007999
2/14/2019,56.0835
2/15/2019,55.682499
2/19/2019,55.928001
2/20/2019,55.689999
2/21/2019,54.848499
2/22/2019,55.518501
2/25/2019,55.470001
2/26/2019,55.7565
2/27/2019,55.802502
2/28/2019,55.995998
3/1/2019,57.0495
3/4/2019,57.389999
3/5/2019,58.101501
3/6/2019,57.893002
3/7/2019,57.165001
3/8/2019,57.116001
3/11/2019,58.787998
3/12/2019,59.66
3/13/2019,59.666
3/14/2019,59.2775
3/15/2019,59.223
3/18/2019,59.213001
3/19/2019,59.942501
3/20/2019,61.198502
3/21/2019,61.577
3/22/2019,60.275002
3/25/2019,59.650002
3/26/2019,59.230999
3/27/2019,58.651001
3/28/2019,58.4245
3/29/2019,58.665501
4/1/2019,59.7215
4/2/2019,60.024502
4/3/2019,60.296001
4/4/2019,60.75
4/5/2019,60.357498
4/8/2019,60.192001
4/9/2019,59.862499
4/10/2019,60.108002
4/11/2019,60.230999
4/12/2019,60.893501
4/15/2019,61.055
4/16/2019,61.356499
4/17/2019,61.817001
4/18/2019,61.818501
4/22/2019,62.442001
4/23/2019,63.227501
4/24/2019,62.799999
4/25/2019,63.172501
4/26/2019,63.609001
4/29/2019,64.378998
4/30/2019,59.424
5/1/2019,58.403999
5/2/2019,58.130501
5/3/2019,59.27
5/6/2019,59.469501
5/7/2019,58.705002
5/8/2019,58.313499
5/9/2019,58.118999
5/10/2019,58.213501
5/13/2019,56.601501
5/14/2019,56.021999
5/15/2019,58.210499
5/16/2019,58.949001
5/17/2019,58.115002
5/20/2019,56.942501
5/21/2019,57.481499
5/22/2019,57.570999
5/23/2019,57.038502
5/24/2019,56.6735
5/28/2019,56.7075
5/29/2019,55.823002
5/30/2019,55.897499
5/31/2019,55.181499
6/3/2019,51.811501
6/4/2019,52.6525
6/5/2019,52.111
6/6/2019,52.216999
6/7/2019,53.301998
6/10/2019,54.019001
6/11/2019,53.936001
6/12/2019,53.851501
6/13/2019,54.438499
6/14/2019,54.267502
6/17/2019,54.625
6/18/2019,55.18
6/19/2019,55.116501
6/20/2019,55.570999
6/21/2019,56.094002
6/24/2019,55.776001
6/25/2019,54.317501
6/26/2019,53.990002
6/27/2019,53.800499
6/28/2019,54.045502
7/1/2019,54.897499
7/2/2019,55.5625
7/3/2019,56.078999
7/5/2019,56.579498
7/8/2019,55.817501
7/9/2019,56.241501
7/10/2019,57.023998
7/11/2019,57.210499
7/12/2019,57.244999
7/15/2019,57.516998
7/16/2019,57.679001
7/17/2019,57.317501
7/18/2019,57.316502
7/19/2019,56.505001
7/22/2019,56.9035
7/23/2019,57.310501
7/24/2019,56.890499
7/25/2019,56.605999
7/26/2019,62.5205
7/29/2019,61.970501
7/30/2019,61.257
7/31/2019,60.834
8/1/2019,60.4505
8/2/2019,59.699501
8/5/2019,57.616001
8/6/2019,58.497501
8/7/2019,58.699501
8/8/2019,60.240002
8/9/2019,59.400501
8/12/2019,58.7355
8/13/2019,59.863499
8/14/2019,58.2145
8/15/2019,58.362999
8/16/2019,58.880001
8/19/2019,59.922501
8/20/2019,59.134499
8/21/2019,59.5625
8/22/2019,59.476501
8/23/2019,57.564499
8/26/2019,58.4445
8/27/2019,58.391998
8/28/2019,58.550999
8/29/2019,59.642502
8/30/2019,59.404999
9/3/2019,58.419498
9/4/2019,59.070499
9/5/2019,60.569
9/6/2019,60.246498
9/9/2019,60.220501
9/10/2019,60.299999
9/11/2019,61.008499
9/12/2019,61.712502
9/13/2019,61.978001
9/16/2019,61.564999
9/17/2019,61.4575
9/18/2019,61.620499
9/19/2019,61.935501
9/20/2019,61.496498
9/23/2019,61.7015
9/24/2019,60.938
9/25/2019,62.326
9/26/2019,62.0695
9/27/2019,61.254501
9/30/2019,60.950001
10/1/2019,60.255001
10/2/2019,58.831501
10/3/2019,59.391499
10/4/2019,60.450001
10/7/2019,60.383999
10/8/2019,59.456501
10/9/2019,60.115501
10/10/2019,60.433498
10/11/2019,60.772499
10/14/2019,60.856998
10/15/2019,62.150501
10/16/2019,62.181999
10/17/2019,62.6535
10/18/2019,62.274502
10/21/2019,62.307499
10/22/2019,62.139999
10/23/2019,62.956501
10/24/2019,63.0495
10/25/2019,63.2565
10/28/2019,64.5
10/29/2019,63.131001
10/30/2019,63.064499
10/31/2019,63.005501
11/1/2019,63.687
11/4/2019,64.568497
11/5/2019,64.601501
11/6/2019,64.589996
11/7/2019,65.443001
11/8/2019,65.568497
11/11/2019,64.959503
11/12/2019,64.940002
11/13/2019,64.900002
11/14/2019,65.572998
11/15/2019,66.7435
11/18/2019,66.035004
11/19/2019,65.773003
11/20/2019,65.152496
11/21/2019,65.067497
11/22/2019,64.766998
11/25/2019,65.334503
11/26/2019,65.677498
11/27/2019,65.649498
11/29/2019,65.248001
12/2/2019,64.496002
12/3/2019,64.764
12/4/2019,66.027
12/5/2019,66.406502
12/6/2019,67.030998
12/9/2019,67.178001
12/10/2019,67.233002
12/11/2019,67.250999
12/12/2019,67.513496
12/13/2019,67.391502
12/16/2019,68.058502
12/17/2019,67.755997
12/18/2019,67.630997
12/19/2019,67.802002
12/20/2019,67.4795
12/23/2019,67.442001
12/24/2019,67.178001
12/26/2019,68.019997
12/27/2019,67.594498
12/30/2019,66.806999
12/31/2019,66.850998
1/2/2020,68.3685
1/3/2020,68.032997
1/6/2020,69.710503
1/7/2020,69.667
1/8/2020,70.216003
1/9/2020,70.991501
1/10/2020,71.486504
1/13/2020,71.961502
1/14/2020,71.543999
1/15/2020,71.959999
1/16/2020,72.584999
1/17/2020,74.019501
1/21/2020,74.220001
1/22/2020,74.297501
1/23/2020,74.332497
1/24/2020,73.335503
1/27/2020,71.695
1/28/2020,72.627998
1/29/2020,72.931503
1/30/2020,72.792
1/31/2020,71.711502
2/3/2020,74.296997
2/4/2020,72.3535
2/5/2020,72.411499
2/6/2020,73.811501
2/7/2020,73.961502
2/10/2020,75.433998
2/11/2020,75.439499
2/12/2020,75.913498
2/13/2020,75.733002
2/14/2020,76.037003
2/18/2020,75.983498
2/19/2020,76.334503
2/20/2020,75.907501
2/21/2020,74.255501
2/24/2020,71.079498
2/25/2020,69.422501
2/26/2020,69.658997
2/27/2020,65.904503
2/28/2020,66.966499
3/2/2020,69.455498
3/3/2020,67.069504
3/4/2020,69.325996
3/5/2020,65.952003
3/6/2020,64.920502
3/9/2020,60.778
3/10/2020,64.019501
3/11/2020,60.7705
3/12/2020,55.745499
3/13/2020,60.9865
3/16/2020,54.216499
3/17/2020,55.990002
3/18/2020,54.84
3/19/2020,55.7645
3/20/2020,53.616001
3/23/2020,52.831001
3/24/2020,56.723
3/25/2020,55.1245
3/26/2020,58.087502
3/27/2020,55.5355
3/30/2020,57.341
3/31/2020,58.140499
4/1/2020,55.280998
4/2/2020,56.042
4/3/2020,54.894001
4/6/2020,59.346001
4/7/2020,59.3255
4/8/2020,60.514
4/9/2020,60.572498
4/13/2020,60.877998
4/14/2020,63.461498
4/15/2020,63.123501
4/16/2020,63.1735
4/17/2020,64.162498
4/20/2020,63.330502
4/21/2020,60.817001
4/22/2020,63.1605
4/23/2020,63.815498
4/24/2020,63.9655
4/27/2020,63.793999
4/28/2020,61.683498
4/29/2020,67.073997
4/30/2020,67.432999
5/1/2020,66.030502
5/4/2020,66.339996
5/5/2020,67.555496
5/6/2020,67.364998
5/7/2020,68.627998
5/8/2020,69.418503
5/11/2020,70.163002
5/12/2020,68.787003
5/13/2020,67.466499
5/14/2020,67.806503
5/15/2020,68.6595
5/18/2020,69.196999
5/19/2020,68.674248
5/20/2020,70.335999
5/21/2020,70.139999
5/22/2020,70.521004
5/26/2020,70.850998
5/27/2020,70.891998
5/28/2020,70.836502
5/29/2020,71.445999
6/1/2020,71.591003
6/2/2020,71.960999
6/3/2020,71.819
6/4/2020,70.609001
6/5/2020,71.919502
6/8/2020,72.330498
6/9/2020,72.807999
6/10/2020,73.292503
6/11/2020,70.192001
6/12/2020,70.658997
6/15/2020,70.9925
6/16/2020,72.136002
6/17/2020,72.556
6/18/2020,71.797997
6/19/2020,71.585999
6/22/2020,72.593002
6/23/2020,73.220497
6/24/2020,71.598503
6/25/2020,72.066498
6/26/2020,67.995003
6/29/2020,69.748497
6/30/2020,70.680496
7/1/2020,71.902
7/2/2020,73.235001
7/6/2020,74.785004
7/7/2020,74.259003
7/8/2020,74.800003
7/9/2020,75.5495
7/10/2020,77.086998
7/13/2020,75.567001
7/14/2020,76.028999
7/15/2020,75.681999
7/16/2020,75.900002
7/17/2020,75.777496
7/20/2020,78.286003
7/21/2020,77.920998
7/22/2020,78.4245
7/23/2020,75.783997
7/24/2020,75.593498
7/27/2020,76.510002
7/28/2020,75.016998
7/29/2020,76.100998
7/30/2020,76.572502
7/31/2020,74.148003
8/3/2020,73.722504
8/4/2020,73.248497
8/5/2020,73.680496
8/6/2020,75.004997
8/7/2020,74.724503
8/10/2020,74.805
8/11/2020,74.015999
8/12/2020,75.331001
8/13/2020,75.922501
8/14/2020,75.386497
8/17/2020,75.899002
8/18/2020,77.93
8/19/2020,77.376503
8/20/2020,79.087502
8/21/2020,79.021004
8/24/2020,79.410004
8/25/2020,80.411003
8/26/2020,82.619003
8/27/2020,81.716499
8/28/2020,82.220497
8/31/2020,81.709
9/1/2020,83.0355
9/2/2020,86.414001
9/3/2020,82.092003
9/4/2020,79.552002
9/8/2020,76.619499
9/9/2020,77.848
9/10/2020,76.600998
9/11/2020,76.036003
9/14/2020,75.963997
9/15/2020,77.071999
9/16/2020,76.044998
9/17/2020,74.776497
9/18/2020,72.999496
9/21/2020,71.557999
9/22/2020,73.273003
9/23/2020,70.760498
9/24/2020,71.414497
9/25/2020,72.248001
9/28/2020,73.225998
9/29/2020,73.466499
9/30/2020,73.480003
10/1/2020,74.504501
10/2/2020,72.920998
10/5/2020,74.301003
10/6/2020,72.671997
10/7/2020,73.014503
10/8/2020,74.296501
10/9/2020,75.761002
10/12/2020,78.457497
10/13/2020,78.584
10/14/2020,78.403999
10/15/2020,77.956497
10/16/2020,78.650497
10/19/2020,76.730499
10/20/2020,77.796501
10/21/2020,79.665497
10/22/2020,80.766502
10/23/2020,82.050003
10/26/2020,79.522499
10/27/2020,80.212997
10/28/2020,75.831001
10/29/2020,78.362
10/30/2020,81.050499
11/2/2020,81.301498
11/3/2020,82.510498
11/4/2020,87.456497
11/5/2020,88.168503
11/6/2020,88.087502
11/9/2020,88.150002
11/10/2020,87.019501
11/11/2020,87.635498
11/12/2020,87.491997
11/13/2020,88.850998
11/16/2020,89.069
11/17/2020,88.5075
11/18/2020,87.338997
11/19/2020,88.195999
11/20/2020,87.109497
11/23/2020,86.742996
11/24/2020,88.444
11/25/2020,88.571503
11/27/2020,89.6595
11/30/2020,88.037003
12/1/2020,89.904999
12/2/2020,91.397499
12/3/2020,91.338501
12/4/2020,91.399498
12/7/2020,90.973999
12/8/2020,90.927498
12/9/2020,89.206497
12/10/2020,88.766502
12/11/2020,89.088501
12/14/2020,88.002998
12/15/2020,88.388496
12/16/2020,88.150002
12/17/2020,87.394997
12/18/2020,86.550499
12/21/2020,86.968498
12/22/2020,86.175003
12/23/2020,86.619003
12/24/2020,86.942497
12/28/2020,88.804497
12/29/2020,87.935997
12/30/2020,86.975998
12/31/2020,87.594002
1/4/2021,86.412003
1/5/2021,87.045998
1/6/2021,86.764503
1/7/2021,89.362503
1/8/2021,90.360497
1/11/2021,88.335999
1/12/2021,87.327499
1/13/2021,87.720001
1/14/2021,87.009003
1/15/2021,86.809502
1/19/2021,89.542999
1/20/2021,94.345001
1/21/2021,94.5625
1/22/2021,95.052498
1/25/2021,94.970001
1/26/2021,95.862
1/27/2021,91.539497
1/28/2021,93.155502
1/29/2021,91.787003
2/1/2021,95.067497
2/2/2021,96.375504
2/3/2021,103.503502
2/4/2021,103.1185
2/5/2021,104.900002
2/8/2021,104.6455
2/9/2021,104.175499
2/10/2021,104.768997
2/11/2021,104.794502
2/12/2021,105.205498
2/16/2021,106.095001
2/17/2021,106.415497
2/18/2021,105.860001
2/19/2021,105.056999
2/22/2021,103.244003
2/23/2021,103.542999
2/24/2021,104.758499
2/25/2021,101.568001
2/26/2021,101.843002
3/1/2021,104.0755
3/2/2021,103.792
3/3/2021,101.335503
3/4/2021,102.454498
3/5/2021,105.427002
3/8/2021,101.208504
3/9/2021,102.635002
3/10/2021,102.751503
3/11/2021,105.738503
3/12/2021,103.096001
3/15/2021,103.324501
3/16/2021,104.625999
3/17/2021,104.554001
3/18/2021,101.810997
3/19/2021,102.160004
3/22/2021,101.929497
3/23/2021,102.648003
3/24/2021,102.252998
3/25/2021,102.218002
