Date, Close
3/26/2021,101.777496
3/29/2021,102.797501
3/30/2021,102.777
3/31/2021,103.431503
4/1/2021,106.887497
4/5/2021,111.277496
4/6/2021,111.237503
4/7/2021,112.484001
4/8/2021,113.272003
4/9/2021,114.293999
4/12/2021,112.739502
4/13/2021,113.363503
4/14/2021,112.741997
4/15/2021,114.833
4/16/2021,114.888
4/19/2021,115.120003
4/20/2021,114.681503
4/21/2021,114.664497
4/22/2021,113.396004
4/23/2021,115.764999
4/26/2021,116.336998
4/27/2021,115.356003
4/28/2021,118.995499
4/29/2021,121.494499
4/30/2021,120.505997
5/3/2021,119.758499
5/4/2021,117.712502
5/5/2021,117.836998
5/6/2021,119.067497
5/7/2021,119.934502
5/10/2021,117.083
5/11/2021,115.438004
5/12/2021,111.954002
5/13/2021,113.098503
5/14/2021,115.807999
5/17/2021,116.070503
5/18/2021,115.171501
5/19/2021,115.435501
5/20/2021,117.804497
5/21/2021,117.254997
5/24/2021,120.333504
5/25/2021,120.453499
5/26/2021,121.676498
5/27/2021,120.125504
5/28/2021,120.578003
6/1/2021,121.490501
6/2/2021,121.064003
6/3/2021,120.230499
6/4/2021,122.587997
6/7/2021,123.304497
6/8/2021,124.142502
6/9/2021,124.57
6/10/2021,126.080002
6/11/2021,125.696503
6/14/2021,126.351997
6/15/2021,126.032997
6/16/2021,125.696503
6/17/2021,126.371002
6/18/2021,125.567497
6/21/2021,126.455002
6/22/2021,126.999496
6/23/2021,126.461502
6/24/2021,127.281998
6/25/2021,126.995003
6/28/2021,126.819504
6/29/2021,126.018501
6/30/2021,125.316002
7/1/2021,126.3685
7/2/2021,128.718994
7/6/2021,129.770996
7/7/2021,130.077499
7/8/2021,129.177002
7/9/2021,129.574493
7/12/2021,130.563995
7/13/2021,130.994507
7/14/2021,132.082504
7/15/2021,131.266495
7/16/2021,131.845505
7/19/2021,129.253998
7/20/2021,131.101501
7/21/2021,132.600494
7/22/2021,133.328506
7/23/2021,137.815994
7/26/2021,139.644501
7/27/2021,136.796494
7/28/2021,136.3815
7/29/2021,136.540497
7/30/2021,135.220993
8/2/2021,135.989502
8/3/2021,136.279999
8/4/2021,136.028503
8/5/2021,136.940002
8/6/2021,137.035995
8/9/2021,138.001999
8/10/2021,138.096497
8/11/2021,137.689499
8/12/2021,138.389496
8/13/2021,138.406006
8/16/2021,138.916
8/17/2021,137.300507
8/18/2021,136.570007
8/19/2021,136.913498
8/20/2021,138.436996
8/23/2021,141.099503
8/24/2021,142.398499
8/25/2021,142.949997
8/26/2021,142.123001
8/27/2021,144.550507
8/30/2021,145.469498
8/31/2021,145.462006
9/1/2021,145.841995
9/2/2021,144.218994
9/3/2021,144.774994
9/7/2021,145.518997
9/8/2021,144.883499
9/9/2021,144.913498
9/10/2021,141.921005
9/13/2021,143.464996
9/14/2021,143.406006
9/15/2021,145.205994
9/16/2021,144.373505
9/17/2021,141.463501
9/20/2021,139.016998
9/21/2021,139.6465
9/22/2021,140.938507
9/23/2021,141.826508
9/24/2021,142.632996
9/27/2021,141.501007
9/28/2021,136.184006
9/29/2021,134.520996
9/30/2021,133.265503
10/1/2021,136.462494
10/4/2021,133.764999
10/5/2021,136.177002
10/6/2021,137.354004
10/7/2021,139.185501
10/8/2021,140.056
10/11/2021,138.847504
10/12/2021,136.712997
10/13/2021,137.899994
10/14/2021,141.412003
10/15/2021,141.675003
10/18/2021,142.960495
10/19/2021,143.822006
10/20/2021,142.414993
10/21/2021,142.780502
10/22/2021,138.625
10/25/2021,138.772995
10/26/2021,139.671997
10/27/2021,146.427505
10/28/2021,146.128998
10/29/2021,148.270493
11/1/2021,143.774002
11/2/2021,145.863007
11/3/2021,146.789993
11/4/2021,148.682999
11/5/2021,149.240997
11/8/2021,149.351501
11/9/2021,149.248505
11/10/2021,146.626007
11/11/2021,146.748001
11/12/2021,149.645493
11/15/2021,149.388
11/16/2021,149.076004
11/17/2021,149.061996
11/18/2021,150.709
11/19/2021,149.952499
11/22/2021,147.078506
11/23/2021,146.757004
11/24/2021,146.717499
11/26/2021,142.806
11/29/2021,146.113998
11/30/2021,142.451996
12/1/2021,141.617996
12/2/2021,143.776505
12/3/2021,142.520493
12/6/2021,143.796494
12/7/2021,148.036499
12/8/2021,148.720505
12/9/2021,148.106003
12/10/2021,148.675003
12/13/2021,146.704498
12/14/2021,144.970505
12/15/2021,147.3685
12/16/2021,144.838501
12/17/2021,142.802994
12/20/2021,142.401505
12/21/2021,144.220505
12/22/2021,146.949005
12/23/2021,147.142502
12/27/2021,148.063995
12/28/2021,146.447998
12/29/2021,146.504501
12/30/2021,146.002502
12/31/2021,144.679504
1/3/2022,145.074493
1/4/2022,144.416504
1/5/2022,137.653503
1/6/2022,137.550995
1/7/2022,137.004501
1/10/2022,138.574005
1/11/2022,140.017502
1/12/2022,141.647995
1/13/2022,139.130997
1/14/2022,139.786499
1/18/2022,136.290497
1/19/2022,135.651993
1/20/2022,133.5065
1/21/2022,130.091995
1/24/2022,130.371994
1/25/2022,126.735497
1/26/2022,129.240005
1/27/2022,129.121002
1/28/2022,133.289505
1/31/2022,135.698502
2/1/2022,137.878494
2/2/2022,148.036499
2/3/2022,142.650497
2/4/2022,143.016006
2/7/2022,138.938004
2/8/2022,139.212997
2/9/2022,141.453003
2/10/2022,138.602493
2/11/2022,134.130005
2/14/2022,135.300003
2/15/2022,136.425507
2/16/2022,137.487503
2/17/2022,132.308502
2/18/2022,130.467499
2/22/2022,129.402496
2/23/2022,127.584999
2/24/2022,132.673492
2/25/2022,134.519501
2/28/2022,134.891006
3/1/2022,134.167999
3/2/2022,134.751495
3/3/2022,134.307999
3/4/2022,132.121994
3/7/2022,126.4645
3/8/2022,127.278503
3/9/2022,133.865997
3/10/2022,132.682007
3/11/2022,130.475494
3/14/2022,126.740997
3/15/2022,129.660507
3/16/2022,133.690506
3/17/2022,134.600494
3/18/2022,136.801498
3/21/2022,136.4785
3/22/2022,140.277496
3/23/2022,138.503494
3/24/2022,141.311996
3/25/2022,141.5215
3/28/2022,141.949997
3/29/2022,143.25
3/30/2022,142.644501
3/31/2022,139.649506
4/1/2022,140.699997
4/4/2022,143.642502
4/5/2022,141.063004
4/6/2022,137.175995
4/7/2022,136.464996
4/8/2022,134.010498
4/11/2022,129.796494
4/12/2022,128.374496
4/13/2022,130.285995
4/14/2022,127.252998
4/18/2022,127.960999
4/19/2022,130.531006
4/20/2022,128.245499
4/21/2022,124.9375
4/22/2022,119.613998
4/25/2022,123.25
4/26/2022,119.505997
4/27/2022,115.0205
4/28/2022,119.411499
4/29/2022,114.966499
5/2/2022,117.156998
5/3/2022,118.129501
5/4/2022,122.574997
5/5/2022,116.746498
5/6/2022,115.660004
5/9/2022,113.084
5/10/2022,114.584503
5/11/2022,113.960999
5/12/2022,113.161003
5/13/2022,116.515503
5/16/2022,114.792503
5/17/2022,116.7015
5/18/2022,112.401001
5/19/2022,110.745499
5/20/2022,109.313004
5/23/2022,111.666496
5/24/2022,105.926003
5/25/2022,105.8395
5/26/2022,108.295998
5/27/2022,112.799004
5/31/2022,114.039001
6/1/2022,114.137001
6/2/2022,117.746002
6/3/2022,114.564003
6/6/2022,117.010498
6/7/2022,117.2295
6/8/2022,117.237999
6/9/2022,114.917999
6/10/2022,111.427498
6/13/2022,106.876503
6/14/2022,107.194
6/15/2022,110.390503
6/16/2022,106.636002
6/17/2022,107.865501
6/21/2022,112.014999
6/22/2022,112.033997
6/23/2022,112.684502
6/24/2022,118.538002
6/27/2022,116.622498
6/28/2022,112.571503
6/29/2022,112.2565
6/30/2022,109.372498
7/1/2022,109.081001
7/5/2022,113.887001
7/6/2022,115.213501
7/7/2022,119.306
7/8/2022,120.168503
7/11/2022,116.522499
7/12/2022,114.849503
7/13/2022,112.186996
7/14/2022,111.440002
7/15/2022,112.766998
7/18/2022,109.910004
7/19/2022,114.620003
7/20/2022,114.699997
7/21/2022,115.040001
7/22/2022,108.360001
7/25/2022,108.209999
7/26/2022,105.440002
7/27/2022,113.599998
7/28/2022,114.589996
7/29/2022,116.639999
8/1/2022,115.480003
8/2/2022,115.900002
8/3/2022,118.779999
8/4/2022,118.870003
8/5/2022,118.220001
8/8/2022,118.139999
8/9/2022,117.5
8/10/2022,120.650002
8/11/2022,119.82
8/12/2022,122.650002
8/15/2022,122.879997
8/16/2022,122.510002
8/17/2022,120.32
8/18/2022,120.860001
8/19/2022,118.120003
8/22/2022,115.07
8/23/2022,114.769997
8/24/2022,114.699997
8/25/2022,117.699997
8/26/2022,111.300003
8/29/2022,110.339996
8/30/2022,109.910004
8/31/2022,109.150002
9/1/2022,110.550003
9/2/2022,108.68
9/6/2022,107.480003
9/7/2022,110.480003
9/8/2022,109.419998
9/9/2022,111.779999
