Date, Close
1/11/2019,98.761711
1/14/2019,98.041183
1/15/2019,100.884895
1/16/2019,101.240356
1/17/2019,101.951302
1/18/2019,103.478828
1/22/2019,101.528557
1/23/2019,102.518112
1/24/2019,102.028152
1/25/2019,102.960052
1/28/2019,100.952148
1/29/2019,98.896217
1/30/2019,102.20108
1/31/2019,100.327682
2/1/2019,98.742485
2/4/2019,101.58622
2/5/2019,103.00808
2/6/2019,101.864822
2/7/2019,101.134674
2/8/2019,101.518967
2/11/2019,101.115463
2/12/2019,102.69104
2/13/2019,102.614197
2/14/2019,102.700645
2/15/2019,103.968788
2/19/2019,103.920753
2/20/2019,103.38047
2/21/2019,105.560959
2/22/2019,107.066063
2/25/2019,107.664246
2/26/2019,108.407166
2/27/2019,108.223869
2/28/2019,108.088791
3/1/2019,108.571198
3/4/2019,108.310699
3/5/2019,107.770378
3/6/2019,107.818626
3/7/2019,106.50647
3/8/2019,106.622246
3/11/2019,108.860626
3/12/2019,109.622841
3/13/2019,110.471893
3/14/2019,110.558708
3/15/2019,111.832275
3/18/2019,113.433891
3/19/2019,113.511063
3/20/2019,113.385635
3/21/2019,115.990639
3/22/2019,112.932175
3/25/2019,113.520714
3/26/2019,113.761917
3/27/2019,112.662033
3/28/2019,112.816406
3/29/2019,113.790848
4/1/2019,114.832863
4/2/2019,114.996895
4/3/2019,115.749451
4/4/2019,115.160919
4/5/2019,115.672272
4/8/2019,115.710854
4/9/2019,115.083717
4/10/2019,115.9617
4/11/2019,116.096771
4/12/2019,116.694977
4/15/2019,116.791466
4/16/2019,116.521301
4/17/2019,117.48613
4/18/2019,119.029854
4/22/2019,119.406105
4/23/2019,121.027008
4/24/2019,120.612137
4/25/2019,124.606491
4/26/2019,125.320488
4/29/2019,125.204681
4/30/2019,126.005501
5/1/2019,123.38118
5/2/2019,121.769913
5/3/2019,124.365273
5/6/2019,123.641678
5/7/2019,121.104187
5/8/2019,121.094559
5/9/2019,121.084892
5/10/2019,122.657562
5/13/2019,119.010551
5/14/2019,120.341995
5/15/2019,122.036674
5/16/2019,124.854691
5/17/2019,124.021889
5/20/2019,122.230354
